candidate_id,source_id,source_file,page_start,page_end,chunk_type,suggested_question_type,generated_question,generated_answer,evidence_quote,warnings,review_status,final_question,final_answer,final_question_type,reviewer_notes
s71200_system_manual::parameter_or_fault_code::40e7284e4608,s71200_system_manual,s71200_system_manual.pdf,192,192,parameter_and_configuration,parameter_or_fault_code,What is CD changes from 0 to 1. The CTD timing diagram used for on the Siemens S7-1200 PLC?,The CTD counter counts down by 1 when the value of parameter CD changes from 0 to 1.,"The CTD counter counts down by 1 when the value of
parameter CD changes from 0 to 1. The CTD timing diagram
shows the operation for an unsigned integer count value
(where PV = 3).
 If the value of parameter CV (current count value) is equal",,revise,What does the S7-1200 CTD counter do when parameter CD changes from 0 to 1?,The CTD counter counts down by 1 when the value of parameter CD changes from 0 to 1.,parameter_or_fault_code,原问题由句子碎片拼接而成；改成 CTD 参数行为。
s71200_system_manual::parameter_or_fault_code::0130727a109e,s71200_system_manual,s71200_system_manual.pdf,220,220,parameter_and_configuration,parameter_or_fault_code,What is VALUE should be restricted to used for on the Siemens S7-1200 PLC?,SCALE_X parameter VALUE should be restricted to ( 0.0 <= VALUE <= 1.0 ) If parameter VALUE is less than 0.0 or greater than 1.0:  The linear scaling operation can produce OUT values that are less than the parameter MIN,"SCALE_X parameter VALUE should be restricted to ( 0.0 <= VALUE <= 1.0 )
If parameter VALUE is less than 0.0 or greater than 1.0:
 The linear scaling operation can produce OUT values that are less than the parameter
MIN value or above the parameter MAX value for OUT values that fit within the value
range of the OUT data type. SCALE_X execution sets ENO = TRUE for these cases.",,revise,What range should the S7-1200 SCALE_X parameter VALUE be restricted to?,"SCALE_X parameter VALUE should be restricted to 0.0 <= VALUE <= 1.0. If VALUE is outside this range, the linear scaling operation can produce OUT values below MIN or above MAX, while ENO remains TRUE for these cases.",parameter_or_fault_code,原问题不自然；证据充分，改成参数范围约束。
s71200_system_manual::parameter_or_fault_code::a1494aee2967,s71200_system_manual,s71200_system_manual.pdf,240,240,parameter_and_configuration,parameter_or_fault_code,What is IN to the binary number used for on the Siemens S7-1200 PLC?,The ENCO instruction converts parameter IN to the binary number corresponding to the bit position of the least-significant set bit of parameter IN and returns the result to parameter OUT.,"The ENCO instruction converts parameter IN to the binary number
corresponding to the bit position of the least-significant set bit of
parameter IN and returns the result to parameter OUT. If
parameter IN is either 0000 0001 or 0000 0000, then a value of 0
is returned to parameter OUT. If the parameter IN value is 0000",,revise,What does the S7-1200 ENCO instruction convert parameter IN into?,"The ENCO instruction converts parameter IN to the binary number corresponding to the bit position of the least-significant set bit of IN and returns the result to OUT. If IN is 0000 0001 or 0000 0000, OUT returns 0.",parameter_or_fault_code,原问题句子碎片化；改成 ENCO 指令功能。
s71200_system_manual::parameter_or_fault_code::7759b7854afc,s71200_system_manual,s71200_system_manual.pdf,306,306,alarm_fault_code,parameter_or_fault_code,What does of indicate on the Siemens S7-1200 PLC?,"AddValue_4 UInt Additional value DNN structure With the MODE parameter = 2, the diagnostics information details are output in accordance with the DNN structure.","AddValue_4 UInt Additional value
DNN structure
With the MODE parameter = 2, the diagnostics information details are output in accordance
with the DNN structure. The following table shows the meaning of the individual parameter
values:",likely_table_broken,revise,"With MODE = 2, how is S7-1200 diagnostics information output?","With MODE = 2, the diagnostics information details are output according to the DNN structure.",parameter_or_fault_code,原问题“What does of indicate”无意义；证据可修复为 MODE=2 诊断输出。
s71200_system_manual::symptom_cause::fceda48eec6d,s71200_system_manual,s71200_system_manual.pdf,320,320,alarm_fault_code,symptom_cause,What could cause value on the Siemens S7-1200 PLC?,REQ IN Bool A low to high (posit ive edge) signal starts the operation.,"REQ IN Bool A low to high (posit ive edge) signal starts the operation. (Default value: False)
ID In/Out DWord Numeri c identifier of a data log. Only used as an input for the DataLogClose
instruction. (Default value: 0)
Note: Symbolic name access for this parameter is not allowed.
DONE OUT Bool The DONE bit is T RUE for one scan after the last request was completed with",,reject,,,symptom_cause,问题主体只有 “value”，证据是参数表行，不能作为故障原因样本。
s71200_system_manual::troubleshooting_step::d71ccc9c68e1,s71200_system_manual,s71200_system_manual.pdf,379,379,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot 9.3 Motion control on the Siemens S7-1200 PLC?,"To acknowledge an error with MC_Reset, follow these steps: 1.","To acknowledge an error with MC_Reset, follow these steps:
1. Check the requirements indicated above.
2. Start the acknowledgement of the error with a rising edge at the Execute input parameter.
3. The error has been acknowledged when Done equals TRUE and the technology object
tag <Axis name>.StatusBits.Error equals FALSE.",,revise,How do you acknowledge a motion control error with MC_Reset on an S7-1200 PLC?,"Check the indicated requirements, start error acknowledgement with a rising edge at the Execute input parameter, and confirm acknowledgement when Done equals TRUE and <Axis name>.StatusBits.Error equals FALSE.",troubleshooting_step,原答案截断；证据支持完整 MC_Reset 确认步骤。
s71200_system_manual::troubleshooting_step::f64c64f1372b,s71200_system_manual,s71200_system_manual.pdf,388,388,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Direction IN Int Direction specification on the Siemens S7-1200 PLC?,"Direction IN Int Direction specification:  0: Direction of rotation corresponds to the sign of the value in parameter ""Velocity"" (Default value)  1: Positive direction of rotation (The sign of the value in","Direction IN Int Direction specification:
 0: Direction of rotation corresponds to the sign of the value in
parameter ""Velocity"" (Default value)
 1: Positive direction of rotation (The sign of the value in",,revise,What does the Direction input specify for S7-1200 motion control?,"The Direction input specifies the direction of rotation. Value 0 means the direction corresponds to the sign of the Velocity parameter by default, and value 1 indicates positive direction of rotation.",parameter_or_fault_code,原问题误写为 troubleshoot；证据是 Direction 参数说明。
s71200_system_manual::parameter_or_fault_code::6bc4cfc649e7,s71200_system_manual,s71200_system_manual.pdf,410,410,parameter_and_configuration,parameter_or_fault_code,Which setting or parameter matters for 9.3.6 Monitoring active commands on the Siemens S7-1200 PLC?,"by the value TRUE in output parameter ""Done"".","by the value TRUE in output parameter ""Done"". The signal status of input parameter
""Execute"" influences the display duration in the output parameter ""Done"".
● The second example shows the behavior of the axis for an aborted task. If the motion
control task is aborted during execution, this is indicated by the value TRUE in output
parameter ""CommandAborted"". The signal status of the input parameter ""Execute""",,revise,How are completed and aborted S7-1200 motion control commands indicated?,"A completed motion control task is indicated by TRUE in the output parameter Done. If the task is aborted during execution, it is indicated by TRUE in output parameter CommandAborted.",parameter_or_fault_code,原问题章节化；改成 Done/CommandAborted 输出含义。
s71200_system_manual::troubleshooting_step::34eb0a96ac23,s71200_system_manual,s71200_system_manual.pdf,436,436,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Note on the Siemens S7-1200 PLC?,successfully.,"successfully. It does not mean that the connection partner CPU actually read the receive
buffer.
Due to the asynchronous processing of TRCV_C, the data in the receiver area are only
consistent when parameter DONE = 1.
Table 10- 5 TSEND_C and TRCV_C i nstructions BUSY, DONE, and ERROR parameters",short_generated_answer,revise,What does DONE = 1 mean for TRCV_C receive data consistency on the S7-1200?,"Because TRCV_C is processed asynchronously, the receiver area data is only consistent when DONE = 1. A completed request does not necessarily mean the partner CPU has read the receive buffer.",troubleshooting_step,原问题 Note 太泛；证据清楚，可保留。
s71200_system_manual::parameter_or_fault_code::ab001aa38467,s71200_system_manual,s71200_system_manual.pdf,531,531,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for 11.3 User-defined web pages on the Siemens S7-1200 PLC?,"<!-- AWP_Enum_Def Name='AlarmEnum' Values='0:""No alarms"", 1:""Tank is full"", 2:""Tank is empty""' --> <!-- AWP_Enum_Ref Name='""Alarm""' Enum=""AlarmEnum"" --> <p>The current value of ""Alarm"" is :=""Alarm"":</p> If the value of ""","<!-- AWP_Enum_Def Name='AlarmEnum' Values='0:""No alarms"", 1:""Tank is
full"", 2:""Tank is empty""' -->
<!-- AWP_Enum_Ref Name='""Alarm""' Enum=""AlarmEnum"" -->
<p>The current value of ""Alarm"" is :=""Alarm"":</p>
If the value of ""Alarm"" in the CPU is 2, the HTML page displays 'The current value of ""Alarm""",,revise,How can an AlarmEnum be defined and referenced in an S7-1200 user-defined web page?,"Use AWP_Enum_Def to define values such as 0:""No alarms"", 1:""Tank is full"", and 2:""Tank is empty"", and use AWP_Enum_Ref to reference the Alarm variable so the web page displays the corresponding text for the current Alarm value.",parameter_or_fault_code,原问题过泛；证据可支持 AWP 枚举定义/引用问题。
s71200_system_manual::definition_or_component_lookup::26aa72899657,s71200_system_manual,s71200_system_manual.pdf,609,609,parameter_and_configuration,definition_or_component_lookup,What does drive refer to on the Siemens S7-1200 PLC?,drive.,"drive. You must configure this on the drive. (optional parameter)
CTRL4 IN Word Control word 4: A value written to a user-configurable parameter on the
drive. You must configure this on the drive. (optional parameter)
CTRL5 IN Word Control word 5: A value written to a user-configurable parameter on the",definition_fallback_candidate; short_generated_answer,revise,What are CTRL4 and CTRL5 used for in S7-1200 drive communication?,CTRL4 and CTRL5 are optional control words written to user-configurable parameters on the drive; these parameters must be configured on the drive.,definition_or_component_lookup,原问题 drive 定义错误；证据可支持控制字用途。
s71200_system_manual::symptom_cause::4bbda5cab4b9,s71200_system_manual,s71200_system_manual.pdf,623,623,alarm_fault_code,symptom_cause,What could cause value on the Siemens S7-1200 PLC?,"andard global DB or a M memory address. DONE OUT Bool The DONE bit is TRUE for one scan, after the last request was completed with no error.","andard global
DB or a M memory address.
DONE OUT Bool The DONE bit is TRUE for one scan, after the last request was completed
with no error.",likely_table_broken,reject,,,symptom_cause,问题主体 value 无意义，答案是表格碎片，且与 DONE 语义样本重复；不建议保留。
s71200_system_manual::troubleshooting_step::c501fece0a50,s71200_system_manual,s71200_system_manual.pdf,670,670,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Description on the Siemens S7-1200 PLC?,PROFINET open user communication instructions.,"PROFINET open user communication instructions.
8010 xxxx Failed to connect: For more information about the SFC_STATUS parameter, see
the STATUS parameter of the TCON instruction.
8011 xxxx Error sending data: For more information about SFC_STATUS parameter ,see
the STATUS parameter of the TSEND instruction.",,revise,What do S7-1200 PROFINET open user communication status codes 8010 and 8011 indicate?,"Status code 8010 indicates a failed connection, and status code 8011 indicates an error sending data. The manual refers users to the STATUS parameter of TCON for 8010 and TSEND for 8011.",parameter_or_fault_code,原问题“Description”无意义；证据实际是 PROFINET OUC 状态码说明。
